name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Davos, Graubünden, Schweiz",2012-11-02,3.2,-2.4,-0.1,-0.2,-7.3,-4.5,-4.6,73.8,0.011,100,4.17,"rain,snow",0.2,5.2,48.5,22.5,188.3,1005.6,42.5,15.9,119.9,10.3,5,,2012-11-02T07:04:45,2012-11-02T17:03:06,0.62,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,snow,"06780099999,06786099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2012-11-03,9.3,0.3,2.5,7,-4.5,-1.3,-2.9,68.1,0,0,0,,0,5.2,45.9,24.2,191.1,1008.3,70.7,19.9,103.1,9,4,,2012-11-03T07:06:13,2012-11-03T17:01:38,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06780099999,06786099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2012-11-04,7.3,1.3,4.4,4.5,-3,1.1,0.4,75.7,0,0,0,"rain,snow",0.4,5.7,40,21.6,179.5,1003.9,87,18.9,69.9,6,3,,2012-11-04T07:07:41,2012-11-04T17:00:12,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06780099999,06786099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2012-11-05,-0.6,-2.9,-1.8,-2.8,-8.4,-5.6,-3.1,90.6,19.947,100,12.5,"rain,snow",5.4,9,44.6,26.4,1,1007.8,49.8,11.1,121.9,10.5,5,,2012-11-05T07:09:10,2012-11-05T16:58:47,0.72,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"06780099999,06786099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2012-11-06,-3,-6.6,-4.3,-4,-11.2,-7.9,-6.3,86.1,2.247,100,8.33,snow,3.2,14.6,32.4,19.6,347.2,1020.2,54.4,10.3,82,7,4,,2012-11-06T07:10:39,2012-11-06T16:57:24,0.75,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"06780099999,06786099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2012-11-07,-1,-7.9,-4.2,-1.6,-13.5,-7.8,-8.8,71,0,0,0,snow,0.3,15.5,29.9,13.3,252.3,1031.8,29.3,13.9,120.5,10.5,5,,2012-11-07T07:12:07,2012-11-07T16:56:03,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"06780099999,06786099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2012-11-08,4.5,-1.9,0.9,3.1,-5.2,-1.3,-3.5,73,0,0,0,,0,15.6,17.6,11.6,206.6,1025.5,68.1,17.6,87,7.6,4,,2012-11-08T07:13:35,2012-11-08T16:54:44,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06780099999,06786099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2012-11-09,7.5,-1.8,1.4,5.6,-4.8,-0.5,-3.2,72,0,0,0,,0,15.6,23.8,12.4,189.6,1019.9,62.2,20.2,115.8,9.9,5,,2012-11-09T07:15:04,2012-11-09T16:53:26,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06780099999,06786099999,06784099999,remote,06793099999"
"Davos, Graubünden, Schweiz",2012-11-10,7.4,2.2,4,4,-1.5,0.7,1.5,84.3,0.889,100,12.5,rain,0.2,15.7,54.2,21.5,173.8,1009,95.5,17.7,66.3,5.7,3,,2012-11-10T07:16:32,2012-11-10T16:52:11,0.89,"Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"06780099999,06786099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2012-11-11,2.8,0,1.5,0,-2.5,-1.5,0.9,95.2,15.469,100,16.67,"rain,snow",1,16.4,35.4,16.6,65.9,1013,91.7,5.1,35.4,3.1,1,,2012-11-11T07:18:00,2012-11-11T16:50:57,0.92,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"06780099999,06786099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2012-11-12,1.8,-1.8,0.5,1.8,-2.7,-1.1,-1.3,88,0.017,100,8.33,"rain,snow",0.4,17.3,19.5,8.1,164.3,1025.6,66.4,9.1,87.6,7.6,4,,2012-11-12T07:19:28,2012-11-12T16:49:45,0.95,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,snow,"06780099999,06786099999,06784099999,remote,06793099999"
"Davos, Graubünden, Schweiz",2012-11-13,4,-2,0.2,4,-5.2,-2,-6.6,62.2,0.005,100,4.17,"rain,snow",0,17.1,17.8,10.9,178.4,1030.4,39.7,15.1,100.9,8.8,4,,2012-11-13T07:20:55,2012-11-13T16:48:36,0,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"06780099999,06786099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2012-11-14,5.7,-1.6,1.1,5.7,-5.8,-1,-10.5,42.9,0,0,0,,0,15.9,19.8,13,231.4,1028.1,19.3,26.6,111.9,9.7,5,,2012-11-14T07:22:22,2012-11-14T16:47:28,0.02,Clear,Clear conditions throughout the day.,clear-day,"06780099999,06786099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2012-11-15,7.6,-0.2,2.6,7,-2,2.3,-16.2,24.1,0,0,0,,0,15.3,15.3,7.8,102.9,1024.3,0.3,22.6,115.7,10.1,5,,2012-11-15T07:23:49,2012-11-15T16:46:22,0.05,Clear,Clear conditions throughout the day.,clear-day,"06780099999,06786099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2012-11-16,8.2,-1.1,2,8.2,-4,0.8,-15.6,26.1,0,0,0,,0,13.7,15.2,10.6,293.8,1021.2,2,21.8,111.9,9.6,5,,2012-11-16T07:25:16,2012-11-16T16:45:19,0.09,Clear,Clear conditions throughout the day.,clear-day,"06780099999,06786099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2012-11-17,6.9,-1.8,1.5,6.9,-3.5,0.1,-12.2,36.2,0,0,0,,0,13.6,16.9,10.5,188.3,1017.7,39.8,25,107.8,9.4,5,,2012-11-17T07:26:41,2012-11-17T16:44:17,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06780099999,06786099999,06784099999,06793099999"
