name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Davos, Graubünden, Schweiz",2006-12-09,-4.1,-10.4,-7.7,-10,-20.8,-15.6,-8.4,94.9,18.879,100,16.67,snow,12.3,17.2,78,38.2,352.7,,100,5.6,,,,,2006-12-09T07:53:33,2006-12-09T16:32:17,0.64,"Snow, Overcast",Cloudy skies throughout the day with a chance of snow throughout the day.,snow,"06798099999,06780099999,06786099999,06792099999"
"Davos, Graubünden, Schweiz",2006-12-10,-10.1,-11.6,-10.7,-10.8,-21.8,-17.2,-13.4,81,2.816,100,8.33,snow,4.1,26.6,70.3,44.9,323.9,,76.3,15,,,,,2006-12-10T07:54:31,2006-12-10T16:32:14,0.67,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,snow,"06798099999,06780099999,06786099999,06792099999"
"Davos, Graubünden, Schweiz",2006-12-11,-6.4,-10.9,-8.7,-9.3,-18,-13.9,-24.3,30,0,0,0,,0,26.8,30.9,19.6,276.3,,43.3,28,,,,,2006-12-11T07:55:27,2006-12-11T16:32:13,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06798099999,06780099999,06786099999,06792099999"
"Davos, Graubünden, Schweiz",2006-12-12,-1.7,-6,-4.6,-5.1,-13.3,-9.4,-8.3,78.1,0,0,0,snow,0.2,26.3,44.8,24.3,302.2,,73.5,22,,,,,2006-12-12T07:56:21,2006-12-12T16:32:16,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06798099999,06780099999,06786099999,06792099999"
"Davos, Graubünden, Schweiz",2006-12-13,0.8,-5.5,-2.7,-3.9,-10.9,-7.4,-21.1,25.9,0,0,0,snow,0.1,26.4,45.9,33.1,306,,13.3,29.6,,,,,2006-12-13T07:57:13,2006-12-13T16:32:21,0.77,Clear,Clear conditions throughout the day.,clear-day,"06798099999,06780099999,06786099999,06792099999"
"Davos, Graubünden, Schweiz",2006-12-14,5.4,0.6,2.6,5,-4.2,0.1,-23.7,12.7,0,0,0,,0,26.4,30.8,21.1,238.8,,9.4,28.7,,,,,2006-12-14T07:58:03,2006-12-14T16:32:29,0.8,Clear,Clear conditions throughout the day.,clear-day,"06798099999,06780099999,06786099999,06792099999"
"Davos, Graubünden, Schweiz",2006-12-15,2.3,-3,0.4,-1.8,-8.7,-4.4,-17.4,31.9,0,0,0,,0,25.8,42.4,26.3,181,,10,26.9,,,,,2006-12-15T07:58:50,2006-12-15T16:32:40,0.84,Clear,Clear conditions throughout the day.,clear-day,"06798099999,06780099999,06786099999,06792099999"
"Davos, Graubünden, Schweiz",2006-12-16,-1.6,-3.7,-2.7,-6,-11.2,-8.6,-6.2,77.1,0,0,0,"rain,snow",0.2,24.8,61.6,29.5,180.2,,45.9,19.8,,,,,2006-12-16T07:59:36,2006-12-16T16:32:54,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06798099999,06780099999,06786099999,06792099999"
"Davos, Graubünden, Schweiz",2006-12-17,-2.3,-6.2,-4.5,-4.1,-11.8,-7.9,-5,96.1,1.239,100,12.5,snow,0.4,25.1,55.1,15.7,281.1,,96.9,10.1,,,,,2006-12-17T08:00:18,2006-12-17T16:33:10,0.9,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"06798099999,06780099999,06786099999,06792099999"
"Davos, Graubünden, Schweiz",2006-12-18,-6.2,-12.7,-10,-11,-18.2,-15.9,-11.6,88.7,0.497,100,4.17,snow,0.2,25.5,31.7,23.2,40.5,,89.9,8.4,,,,,2006-12-18T08:00:59,2006-12-18T16:33:29,0.93,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"06798099999,06780099999,06786099999,06792099999"
"Davos, Graubünden, Schweiz",2006-12-19,-8.2,-13.1,-10.8,-8.5,-20.3,-16.3,-15.2,72.7,0,0,0,,0,25.3,43.3,19.2,57.7,,65.4,16.9,,,,,2006-12-19T08:01:37,2006-12-19T16:33:51,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06798099999,06780099999,06786099999,06792099999"
