name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Davos, Graubünden, Schweiz",2016-12-09,5.6,-1.5,1.3,4.2,-4.1,-1,-14.1,31.6,0,0,0,,0,6.3,19.5,11.5,328.1,1035.6,50.4,16.7,70.3,6.1,3,,2016-12-09T07:54:03,2016-12-09T16:32:16,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2016-12-10,7.8,0.7,2.9,6.8,-2.1,1.5,-9.1,41.3,0,0,0,,0,5.8,18.9,10.4,312.8,1030,15.1,22,82.4,7.1,4,,2016-12-10T07:55:00,2016-12-10T16:32:15,0.38,Clear,Clear conditions throughout the day.,clear-day,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2016-12-11,2.1,-4.9,-0.3,1.1,-9.3,-4.2,-11,47.1,0,0,0,"rain,snow",0.2,5.3,38.5,24.5,346.4,1027,51,14,70.9,6.2,3,,2016-12-11T07:55:55,2016-12-11T16:32:16,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2016-12-12,-1,-5.8,-3.9,-6.2,-11.6,-9.3,-8.1,72.9,0,0,0,snow,0.1,5.4,42.2,26.7,351,1028.4,49.8,13.4,79.4,6.9,4,,2016-12-12T07:56:48,2016-12-12T16:32:20,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2016-12-13,0.7,-6.1,-3,0.4,-9.6,-5.6,-13.1,45.9,0,0,0,,0,5.4,18.2,9.5,286.1,1029.6,30.9,20,81.7,6.9,4,,2016-12-13T07:57:39,2016-12-13T16:32:27,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2016-12-14,2.8,-3.4,-1.5,1,-6.8,-3,-10.3,51.6,0,0,0,,0,5.4,21.7,13.2,325.5,1027.5,14.8,23.1,80.1,6.9,4,,2016-12-14T07:58:27,2016-12-14T16:32:36,0.5,Clear,Clear conditions throughout the day.,clear-day,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2016-12-15,2.7,-3.7,-1.5,0.5,-7.1,-3.2,-10.3,51.6,0,0,0,,0,5.3,16.4,10.5,242.6,1028.7,8.8,20,81.9,7,4,,2016-12-15T07:59:14,2016-12-15T16:32:49,0.55,Clear,Clear conditions throughout the day.,clear-day,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2016-12-16,1.5,-3.8,-2.1,0.8,-6.4,-3.4,-13.2,42.6,0,0,0,,0,4.9,15.5,10,190.7,1032.5,20.6,14.5,81.6,7,4,,2016-12-16T07:59:58,2016-12-16T16:33:04,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2016-12-17,1.6,-5.1,-2.9,1,-7.5,-3.9,-16.6,34.1,0,0,0,,0,4.5,14.3,7.7,274.2,1040.1,55.8,20.6,73.9,6.2,3,,2016-12-17T08:00:39,2016-12-17T16:33:22,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2016-12-18,-0.5,-6,-3.7,-2.1,-9.2,-5.4,-11,59,0.034,100,4.17,"rain,snow",0.5,4.7,23.4,12.4,321.5,1036.6,48.3,18.3,79.7,6.8,4,,2016-12-18T08:01:18,2016-12-18T16:33:43,0.65,"Snow, Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain or snow.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2016-12-19,-1.6,-6.6,-4.9,-4.4,-12.3,-9.7,-9.6,71.3,2.603,100,37.5,snow,0.6,5.3,44.2,21.2,167.5,1027.5,59.5,12.6,64.1,5.6,3,,2016-12-19T08:01:55,2016-12-19T16:34:06,0.68,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2016-12-20,3.5,-6.2,-1.3,-0.2,-12.1,-5.5,-6.4,68.5,0.068,100,8.33,snow,0,5.2,39.8,17.9,286.9,1023.8,77.8,11.6,56.9,4.9,3,,2016-12-20T08:02:29,2016-12-20T16:34:33,0.71,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,rain,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2016-12-21,3.1,-1.3,0.2,2.9,-4.6,-1.2,-4.6,70.1,0.101,100,4.17,rain,0,4.8,23.8,9.8,182.7,1031.1,27.6,5.5,75.6,6.3,4,,2016-12-21T08:03:00,2016-12-21T16:35:02,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2016-12-22,3.5,-2.4,-0.4,3.3,-5.2,-2.1,-6.7,62.8,0,0,0,,0,4.8,20,10.2,227.1,1034.9,48.3,17.8,79.1,6.8,4,,2016-12-22T08:03:29,2016-12-22T16:35:33,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2016-12-23,3.9,-3.7,-1,1.1,-6.8,-3.3,-6.5,66.8,0.034,100,4.17,snow,0,4.8,30.4,12.5,282.6,1036.8,34.6,20.3,79,6.7,4,,2016-12-23T08:03:55,2016-12-23T16:36:07,0.81,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,rain,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2016-12-24,1.4,-2.9,-1.3,-0.8,-6.9,-4.1,-8.5,58.9,0,0,0,"rain,snow",0.4,4.8,38.2,19,307.6,1035.3,82,16.1,53.2,4.6,2,,2016-12-24T08:04:19,2016-12-24T16:36:44,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2016-12-25,1.7,-3.3,-0.6,-2,-8.4,-4.7,-2.4,88.1,4.78,100,83.33,"rain,snow",0.3,5,41.3,23.2,331.5,1034.7,93.5,15.8,68.1,5.7,3,,2016-12-25T08:04:39,2016-12-25T16:37:24,0.87,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2016-12-26,5.6,-1,1.6,4.1,-5.8,-1.4,-0.6,85.9,1.216,100,25,"rain,snow",0.7,4.8,40.7,25.6,339,1033.3,55.4,14,76.3,6.5,4,,2016-12-26T08:04:58,2016-12-26T16:38:06,0.91,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2016-12-27,-1.3,-7.3,-4.3,-4.6,-12.8,-9.1,-9.1,71.5,0.592,100,16.67,"rain,snow",0.5,5.4,40.7,21.6,2.3,1041.5,22.1,9.8,82,7,4,,2016-12-27T08:05:13,2016-12-27T16:38:50,0.94,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2016-12-28,-0.4,-7.3,-4.9,-5.3,-12.1,-9.7,-13.2,53.2,0,0,0,,0,4.9,34.8,18.7,356.4,1045.2,13.2,17.6,82.4,7.1,4,,2016-12-28T08:05:26,2016-12-28T16:39:37,0.97,Clear,Clear conditions throughout the day.,clear-day,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2016-12-29,1.1,-5.8,-3.2,-1.4,-10.7,-6.8,-15.1,39.8,0,0,0,,0,4.5,25.1,12.1,355.1,1041,0.1,18.7,82.1,7.1,4,,2016-12-29T08:05:36,2016-12-29T16:40:26,0,Clear,Clear conditions throughout the day.,clear-day,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2016-12-30,1.5,-4.4,-2.2,-0.3,-7.4,-4,-13.7,41.4,0,0,0,,0,4.5,14.4,8.5,27.3,1040.4,0.1,18.3,83.3,7.2,4,,2016-12-30T08:05:43,2016-12-30T16:41:17,0.04,Clear,Clear conditions throughout the day.,clear-day,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2016-12-31,1,-4,-2.5,0.2,-7.1,-4,-15.6,36,0,0,0,,0,4.5,20.4,10,303.9,1037.2,8.2,19.7,83.6,7.1,4,,2016-12-31T08:05:47,2016-12-31T16:42:11,0.08,Clear,Clear conditions throughout the day.,clear-day,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-01-01,0.9,-4.5,-2.7,0.9,-7.7,-4.1,-16.1,35.2,0,0,0,,0,4.5,16.2,9.2,238.8,1026.1,9.2,17.9,85.3,7.5,4,,2017-01-01T08:05:48,2017-01-01T16:43:06,0.11,Clear,Clear conditions throughout the day.,clear-day,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-01-02,-2.1,-7.2,-5,-4.4,-14.6,-9,-14.2,51.3,0.372,100,16.67,snow,0.9,4.8,36.6,21.3,328.9,1024.3,45.7,10,78.3,6.6,4,,2017-01-02T08:05:46,2017-01-02T16:44:04,0.15,"Snow, Partially cloudy",Becoming cloudy in the afternoon with snow.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-01-03,-7.5,-11.2,-9.4,-11.3,-17.4,-14.7,-15,65.9,0.755,100,12.5,snow,1.6,6.4,36.5,19.7,351.5,1028.5,26.6,13.1,85.6,7.5,4,,2017-01-03T08:05:42,2017-01-03T16:45:04,0.18,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-01-04,-5.4,-9.5,-7.2,-6,-17,-12.7,-9.9,82,11.903,100,79.17,snow,5.6,8.3,67.9,29.3,337.3,1022.1,53.3,8.1,79.5,6.8,4,,2017-01-04T08:05:36,2017-01-04T16:46:06,0.22,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-01-05,-9.6,-15.1,-12.3,-15,-24.7,-19.5,-14.4,84.6,16.229,100,100,snow,7.7,16.5,76.3,24.8,22,1024.9,76.4,5.3,45.6,3.9,2,,2017-01-05T08:05:26,2017-01-05T16:47:10,0.25,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-01-06,-15.1,-19.6,-17,-16.4,-26.5,-23.8,-24.4,56.1,0.493,100,12.5,snow,1.9,20.6,46,23.1,30.4,1039,29.5,14,88.9,7.8,4,,2017-01-06T08:05:14,2017-01-06T16:48:16,0.29,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-01-07,-7.9,-17.6,-12.1,-7.9,-25.4,-18.4,-19.8,56.2,0.445,100,25,snow,2.7,20.1,33.9,18.7,324.5,1038,35.2,19.4,85.2,7.4,4,,2017-01-07T08:04:59,2017-01-07T16:49:24,0.32,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-01-08,-7.1,-11,-8.3,-7.3,-16.5,-12.1,-9.6,90.2,5.615,100,70.83,snow,1.6,22.9,37,24.8,2,1032.3,58.9,2.5,80.5,7.1,4,,2017-01-08T08:04:41,2017-01-08T16:50:33,0.36,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-01-09,-6.7,-12.9,-10.4,-11.2,-19.1,-15.4,-17.8,55.4,0,0,0,,0,22.3,25.6,14.4,335.7,1030,26.6,16.4,91.7,7.9,4,,2017-01-09T08:04:20,2017-01-09T16:51:45,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-01-10,-6.3,-11.8,-9.3,-6.9,-18,-13.3,-15.1,64.5,0.201,100,12.5,snow,0.8,22.1,32.2,14.9,350.8,1016.6,75.5,17.1,56.3,4.9,3,,2017-01-10T08:03:57,2017-01-10T16:52:57,0.43,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-01-11,-5.3,-8.7,-7,-8.5,-15.1,-11,-9.3,83.8,2.254,100,50,snow,2,23.5,34.5,16.7,341,1017.8,53.2,9.1,80.6,6.9,4,,2017-01-11T08:03:31,2017-01-11T16:54:12,0.46,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-01-12,-1.9,-5.9,-3.7,-3.9,-10.3,-7.7,-5.8,85.8,1.587,100,37.5,"rain,snow",4.7,26.5,52.6,19.3,258,1015.7,62.5,14.6,85.2,7.3,4,,2017-01-12T08:03:02,2017-01-12T16:55:27,0.5,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-01-13,-1.7,-11.8,-8.2,-6.6,-21,-16,-10.7,82.4,8.079,100,87.5,"rain,snow",7.2,32.8,63.3,36.5,6.2,1005.8,77.7,8.3,55.8,4.8,3,,2017-01-13T08:02:31,2017-01-13T16:56:45,0.53,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
