name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Davos, Graubünden, Schweiz",2017-11-22,5.4,-1.2,1.2,4.1,-4.3,-1.3,-9,48.3,0.201,100,4.17,rain,0,19.5,24.7,16.1,217.5,1018.1,37,17.8,91.2,8,4,,2017-11-22T07:33:23,2017-11-22T16:39:56,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-11-23,4.2,-1.3,0.7,2.7,-4.6,-2.2,-9.4,47.6,0.101,100,4.17,rain,0,18,26.2,15,224,1016.6,67.6,16.3,77.7,6.7,4,,2017-11-23T07:34:45,2017-11-23T16:39:08,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-11-24,5,-1.6,0.8,2.4,-5,-2,-6.4,59.1,0,0,0,,0,17.3,28.9,12.4,207.1,1018.3,68.8,14.7,71.8,6.2,3,,2017-11-24T07:36:06,2017-11-24T16:38:23,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-11-25,3.2,-5.4,-1.5,-0.3,-12.6,-6.7,-4.1,83.1,6.969,100,54.17,"rain,snow",5.3,18.8,55.5,32.5,358.5,1013.6,92.9,9.1,26,2.2,1,,2017-11-25T07:37:26,2017-11-25T16:37:40,0.23,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-11-26,-5.8,-9.9,-8.8,-13.5,-17.8,-16.2,-11.2,82.7,2.299,100,58.33,snow,4.1,25,59.8,27.7,5.4,1026.3,73.1,14,85.1,7.3,4,,2017-11-26T07:38:45,2017-11-26T16:36:59,0.25,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-11-27,-5.4,-9.7,-8.1,-7.3,-17.9,-14,-11.7,75.7,0.543,100,29.17,snow,0.7,26.8,42.2,24.2,355.6,1028.4,74.1,13.5,81.4,7,4,,2017-11-27T07:40:03,2017-11-27T16:36:21,0.3,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-11-28,-1.7,-5.1,-4,-3.4,-9.1,-6.9,-7.7,75.5,0.134,100,4.17,"rain,snow",0.5,27.1,22.2,11.7,191.6,1014.1,96.5,11,62,5.4,3,,2017-11-28T07:41:20,2017-11-28T16:35:46,0.33,"Snow, Rain, Overcast",Cloudy skies throughout the day with afternoon rain or snow.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-11-29,-4.8,-8.1,-6.2,-6,-14.2,-10.2,-7.6,89.8,3.445,100,54.17,snow,4.3,29.2,40.6,23.9,1.8,1007.4,90.5,4,54.8,4.7,3,,2017-11-29T07:42:36,2017-11-29T16:35:14,0.36,"Snow, Overcast",Cloudy skies throughout the day with a chance of snow throughout the day.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-11-30,-7.9,-12.6,-10,-14.4,-18.3,-16.4,-12.2,84.4,1.711,100,50,snow,3,33.7,43.4,24.3,1.1,1009,75.5,8.3,69,5.9,3,,2017-11-30T07:43:50,2017-11-30T16:34:44,0.39,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-12-01,-8.9,-13.4,-11.7,-13,-18.2,-16,-15.2,75.3,0.113,100,8.33,snow,0.4,34.3,22.4,15.3,64.9,1013.7,85.4,9.9,68.1,5.8,4,,2017-12-01T07:45:03,2017-12-01T16:34:16,0.43,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-12-02,-7.9,-13.7,-11.5,-8.3,-19,-15.1,-16.7,65.7,0.14,100,8.33,snow,0,33.4,19.2,14.2,176.5,1022.3,90.3,11.6,75.7,6.4,4,,2017-12-02T07:46:14,2017-12-02T16:33:52,0.46,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-12-03,-10.2,-14.6,-12.3,-11.2,-21.9,-17.7,-17.8,63.9,0.215,100,12.5,snow,0.6,33.1,30.3,18.7,56.9,1028.4,64.7,7.3,74.7,6.4,4,,2017-12-03T07:47:24,2017-12-03T16:33:30,0.5,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-12-04,-5.3,-10.5,-7.2,-10.2,-16.7,-13.5,-8.4,91.1,6.151,100,100,snow,3.1,34.7,47.6,25.1,316.6,1034.8,96.5,4.1,44.6,3.9,2,,2017-12-04T07:48:33,2017-12-04T16:33:10,0.53,"Snow, Overcast",Cloudy skies throughout the day with a chance of snow throughout the day.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-12-05,-3.3,-8.6,-6,-5.3,-13.8,-10.3,-9.2,78.3,0.118,100,12.5,snow,1.6,37.8,43.5,20.4,290,1039.5,51.1,11,71.3,6.2,3,,2017-12-05T07:49:39,2017-12-05T16:32:54,0.56,"Snow, Partially cloudy",Clearing in the afternoon with snow.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-12-06,-0.2,-6,-3.5,-0.2,-9.8,-4.5,-11.4,56.4,0.006,100,4.17,"rain,snow",0,37.6,19.1,9.5,316.1,1036.9,0.9,18,79.5,6.9,4,,2017-12-06T07:50:45,2017-12-06T16:32:40,0.6,"Snow, Rain",Clear conditions throughout the day with afternoon rain or snow.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-12-07,0,-5,-3.4,-2.8,-9.9,-7.1,-12.6,48.9,0.034,100,4.17,"rain,snow",0.5,37.6,28.9,16.1,219.3,1027.6,3.7,12.9,79.8,6.9,4,,2017-12-07T07:51:48,2017-12-07T16:32:30,0.63,"Snow, Rain",Clear conditions throughout the day with afternoon rain or snow.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-12-08,-2.7,-9.8,-5,-7,-17.8,-10.9,-8.8,75.9,2.627,100,66.67,snow,7.8,41,63.2,32.5,349.2,1015.7,92.1,8.4,36.6,3.1,2,,2017-12-08T07:52:49,2017-12-08T16:32:22,0.66,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-12-09,-9.7,-15.7,-12.3,-10,-22,-19,-15.4,77.9,3.753,100,54.17,snow,3.9,49.1,70.5,25.9,3,1019.4,73.3,12.6,69.4,5.8,3,,2017-12-09T07:53:49,2017-12-09T16:32:16,0.7,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-12-10,-1.8,-15.1,-8,-8.1,-21.7,-15.2,-13,68.3,2.073,100,58.33,"rain,snow",2.6,50.8,49.5,26.5,201,1007.3,93.4,7.6,24.9,2.3,1,,2017-12-10T07:54:46,2017-12-10T16:32:14,0.75,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-12-11,4.7,-1.8,1.3,-1.1,-7.9,-4.1,-1.1,84.2,18.312,100,100,"rain,snow",7.1,55.7,80.9,42.4,182.4,989.7,99.9,8.8,21.1,1.9,1,,2017-12-11T07:55:42,2017-12-11T16:32:15,0.77,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-12-12,-1.6,-7.9,-4.9,-6.3,-14.2,-10.7,-5.9,92.8,15.999,100,79.17,"rain,snow",4.2,63.2,47.5,25.1,356.5,1010.3,97.7,3.1,27,2.2,1,,2017-12-12T07:56:35,2017-12-12T16:32:18,0.8,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-12-13,-6.5,-11.9,-8.6,-11.4,-17.1,-13.9,-14,66.4,0.146,100,8.33,snow,0.4,64.4,41.6,23.9,207.7,1018.4,76.5,12.3,74.1,6.3,4,,2017-12-13T07:57:26,2017-12-13T16:32:24,0.84,"Snow, Partially cloudy",Partly cloudy throughout the day with snow in the morning and afternoon.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-12-14,-3.7,-6.2,-4.9,-8.5,-12.6,-10.8,-7.1,84.9,3.335,100,70.83,snow,12.5,68.5,53.1,22.8,259.9,1006.3,95.5,5.3,46.4,4,2,,2017-12-14T07:58:15,2017-12-14T16:32:33,0.87,"Snow, Overcast",Cloudy skies throughout the day with a chance of snow throughout the day.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-12-15,-4.4,-10.1,-6.6,-5.7,-15.2,-11.3,-8.8,85,6.064,100,45.83,snow,7.8,83.2,50.8,22,329.3,1002.5,57.9,8,64.7,5.6,3,,2017-12-15T07:59:02,2017-12-15T16:32:45,0.9,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-12-16,-6.9,-9.7,-8.5,-12.4,-16,-14.2,-10.2,87.7,4.347,100,54.17,snow,10.2,88.2,43.9,24.5,349.6,1012.2,92.4,6,52.8,4.6,3,,2017-12-16T07:59:47,2017-12-16T16:32:59,0.94,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-12-17,-8.9,-11.3,-10,-15.5,-18.5,-16.7,-12,85.3,3.863,100,70.83,snow,6.5,99.7,38.1,20.6,355.6,1025.4,85.4,8.9,55.4,4.7,3,,2017-12-17T08:00:29,2017-12-17T16:33:17,0.97,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-12-18,-6.8,-13.2,-9.3,-11.8,-19.9,-15.1,-11.4,84.9,1.789,100,58.33,snow,0.3,99.9,30.4,17.9,287,1028.2,94,6.8,40.4,3.4,2,,2017-12-18T08:01:08,2017-12-18T16:33:37,0,"Snow, Overcast",Cloudy skies throughout the day with a chance of snow throughout the day.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-12-19,-6.5,-9.4,-7.6,-11.1,-15.3,-13.5,-8.8,91.1,0.145,100,25,snow,0.2,100.1,31.9,19,350.3,1034.6,86.8,8.9,53.3,4.5,3,,2017-12-19T08:01:45,2017-12-19T16:34:00,0.04,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-12-20,-5.9,-10,-7.8,-6.6,-15.4,-13.4,-10.2,83.4,0.464,100,45.83,snow,0.7,99.2,39.9,25.8,13.1,1036.5,68.5,9,59.5,5.2,3,,2017-12-20T08:02:20,2017-12-20T16:34:25,0.07,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-12-21,-1.8,-10,-4.6,-6,-15.3,-9.4,-7.3,81.6,2.816,100,37.5,"rain,snow",0,97.3,44.6,24.9,350.3,1039.7,83,14.9,52.4,4.5,2,,2017-12-21T08:02:52,2017-12-21T16:34:54,0.11,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-12-22,-1.1,-3.2,-2.1,-5.5,-9.3,-7.2,-2.7,95.8,3.067,100,79.17,"rain,snow",2.3,95.7,45,26.4,353.8,1038,96.1,7.1,32.9,2.9,2,,2017-12-22T08:03:22,2017-12-22T16:35:25,0.14,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-12-23,-2.3,-4.7,-3.3,-6,-9,-7.6,-6.7,78.2,0.051,100,20.83,snow,0.6,94.6,36.9,19.1,333.6,1038.6,65.7,10.1,57.1,5,3,,2017-12-23T08:03:48,2017-12-23T16:35:58,0.17,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-12-24,1.4,-4.5,-1.8,-1.5,-8.4,-5,-9.8,54.6,0,0,0,,0,92.9,21.3,14.7,296.7,1034.1,1,20.3,74.4,6.3,3,,2017-12-24T08:04:13,2017-12-24T16:36:34,0.21,Clear,Clear conditions throughout the day.,clear-day,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-12-25,2.3,-2.7,-0.5,2.3,-6.8,-2.7,-10.6,46.3,0,0,0,,0,90.9,17.6,11.4,280.8,1024.2,4.5,19.6,75.1,6.3,4,,2017-12-25T08:04:34,2017-12-25T16:37:13,0.24,Clear,Clear conditions throughout the day.,clear-day,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-12-26,0.2,-5.3,-2.9,-2.9,-10.5,-7.2,-7.8,69.9,0.067,100,4.17,snow,0,89.6,39.6,17.7,188.4,1011.9,71.7,17.8,41.6,3.6,2,,2017-12-26T08:04:53,2017-12-26T16:37:54,0.25,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,rain,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-12-27,-1,-6.7,-3.1,-6,-15.2,-8.7,-6.4,79,8.532,100,45.83,"rain,snow",7.4,91.4,61.7,35.9,154.5,992,99.1,10.8,30.4,2.7,2,,2017-12-27T08:05:09,2017-12-27T16:38:38,0.31,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-12-28,-6.9,-11.9,-9.1,-14.5,-19.9,-17.2,-11.4,83.5,7.597,100,95.83,snow,7.5,100.4,63.9,35.4,13.4,1001.5,92.1,6.3,41.3,3.7,2,,2017-12-28T08:05:22,2017-12-28T16:39:24,0.34,"Snow, Overcast",Cloudy skies throughout the day with a chance of snow throughout the day.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-12-29,-8.2,-14.3,-11.1,-13.6,-20.1,-17.1,-15.9,69.2,4.332,100,37.5,snow,3.1,105.4,47.7,24.9,322.7,1015.4,63.3,13.9,72.5,6.2,4,,2017-12-29T08:05:33,2017-12-29T16:40:13,0.38,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-12-30,0,-7.8,-4.1,-3.3,-15.9,-9,-5.2,91.5,15.436,100,95.83,"rain,snow",5.3,106,60.8,29.6,250.1,1017.5,99.5,4,21.5,1.9,1,,2017-12-30T08:05:41,2017-12-30T16:41:04,0.41,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2017-12-31,2.2,-1.7,-0.1,-1.2,-5,-3.1,-4.9,71.7,0.322,100,8.33,"rain,snow",0.1,102.7,29.8,13.6,225.1,1017.5,47.5,13.1,71.6,6.2,3,,2017-12-31T08:05:46,2017-12-31T16:41:57,0.44,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,snow,"06785099999,06780099999,06786099999,06790099999,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2018-01-01,-2.8,-6.2,-4.7,-2.8,-12,-8.9,-8.1,77.7,1.509,100,20.83,snow,1.3,102.5,54,30.6,338.7,1012.6,77.7,13.1,40,3.5,3,,2018-01-01T08:05:48,2018-01-01T16:42:52,0.48,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,snow,"06785099999,D5721,06780099999,06786099999,06790099999,C8783,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2018-01-02,-4.9,-8,-6.3,-9.1,-14.4,-12.7,-8.9,82.2,8.233,100,70.83,snow,6.1,105.8,76.4,33.6,4.5,1018.7,83,8.4,67.8,5.8,4,,2018-01-02T08:05:47,2018-01-02T16:43:50,0.5,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"06785099999,D5721,06780099999,06786099999,06790099999,C8783,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2018-01-03,1.1,-5.5,-3.2,-3.7,-14.1,-8.9,-4.5,90.5,26.1,100,83.33,"rain,snow",10.7,114.6,108.9,48.1,323.4,1012,93.1,5.1,9.7,0.9,1,,2018-01-03T08:05:44,2018-01-03T16:44:49,0.55,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"06785099999,06780099999,06786099999,06790099999,C8783,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2018-01-04,0.2,-5.9,-2.6,-4,-11.7,-7.4,-3.4,94.5,42.539,100,95.83,"rain,snow",7.1,124.7,41.2,19.8,250.9,1010.9,96.8,3,35.4,2.8,3,,2018-01-04T08:05:38,2018-01-04T16:45:51,0.58,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"06785099999,06780099999,06786099999,06790099999,C8783,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2018-01-05,2.2,-1.7,-0.1,-1.2,-5.5,-3.6,-2.5,84.3,0.067,100,4.17,"rain,snow",1.5,126.8,36.2,17.2,236.7,1007.4,68.5,15.6,64.8,5.6,4,,2018-01-05T08:05:29,2018-01-05T16:46:55,0.61,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,snow,"06785099999,D5721,06780099999,06786099999,06790099999,C8783,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2018-01-06,1.5,-3.7,-1.7,-2.9,-8.1,-5.7,-4.5,81.5,0.247,100,4.17,snow,0,120.1,33.6,17,158.7,1008.7,79.9,18,23.7,1.9,1,,2018-01-06T08:05:17,2018-01-06T16:48:00,0.65,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,rain,"06785099999,D5721,06780099999,06786099999,06790099999,C8783,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2018-01-07,3,-3,-0.4,-0.7,-6.6,-4.4,-5.3,70.5,0.131,100,12.5,"rain,snow",0,112,38.1,20.8,154.3,1016.2,90.3,20,13.3,1.2,1,,2018-01-07T08:05:03,2018-01-07T16:49:07,0.68,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"06785099999,D5721,06780099999,06786099999,06790099999,C8783,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2018-01-08,3.9,-2.5,0.9,-0.2,-7.1,-3.2,-5.9,61.3,0,0,0,"rain,snow",3.6,106.8,49.7,28.4,156.4,1019.3,80.1,17,19.4,1.8,1,,2018-01-08T08:04:46,2018-01-08T16:50:16,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06785099999,D5721,06780099999,06786099999,06790099999,C8783,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2018-01-09,3.2,-3.9,-0.9,-2,-8.5,-5.8,-4.8,76.2,14.402,100,29.17,"rain,snow",3.2,109.8,69.6,31,168.1,1015.6,85.4,14.7,24.9,2.2,1,,2018-01-09T08:04:26,2018-01-09T16:51:27,0.75,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,snow,"06785099999,D5721,06780099999,06786099999,06790099999,C8783,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2018-01-10,-2.3,-6.2,-4.7,-5.2,-10.5,-7.8,-8.5,75.3,0,0,0,,0,108,28.8,17.1,178.6,1014.8,80.4,15.1,68,5.8,4,,2018-01-10T08:04:03,2018-01-10T16:52:40,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06785099999,D5721,06780099999,06786099999,06790099999,C8783,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2018-01-11,-3.4,-7.3,-6.1,-5.4,-11.7,-9,-9.1,79.7,0.038,100,8.33,snow,0,107.6,19.4,11.2,36.1,1016.1,81.6,12,68.2,5.9,3,,2018-01-11T08:03:38,2018-01-11T16:53:54,0.81,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"06785099999,D5721,06780099999,06786099999,06790099999,C8783,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2018-01-12,-3.3,-7.1,-5.4,-4,-10,-7.2,-9,76.5,0,0,0,,0,106.5,18,12.3,71.1,1023.5,71.3,2.1,78.8,7,4,,2018-01-12T08:03:10,2018-01-12T16:55:09,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06785099999,D5721,06780099999,06786099999,06790099999,C8783,06784099999,06793099999"
"Davos, Graubünden, Schweiz",2018-01-13,-2,-9.1,-6.5,-2,-10.3,-7,-14.4,54.1,0,0,0,,0,105.5,11,6.2,353,1024.2,18.6,17.9,76.6,6.6,4,,2018-01-13T08:02:40,2018-01-13T16:56:26,0.88,Clear,Clear conditions throughout the day.,clear-day,"06785099999,D5721,06780099999,06786099999,06790099999,C8783,06784099999,06793099999"
